ooucnaito4tww75x.onion;DisplayOverlay;1;0;-1;ooucnaito4tww75x.onion;-0,175367;-0,7807124;0,476632239838296;0,526007602565673;
ooucnaito4tww75x.onion;DisplayOverlay;1;-8;-2;ooucnaito4tww75x.onion;-7,041186;-1,522582;-0,438242340201713;0,550721248482375;
ooucnaito4tww75x.onion;DisplayOverlay;1;-1;3;ooucnaito4tww75x.onion;-0,9491503;2,507885;0,373525136348006;0,416455696524247;
ooucnaito4tww75x.onion;DisplayOverlay;1;-1;3;ooucnaito4tww75x.onion;-1,342934;3,113337;0,321053217975596;0,396286481780491;
ooucnaito4tww75x.onion;DisplayOverlay;1;0;-1;ooucnaito4tww75x.onion;-0,01159881;0,2782333;0,498454451493501;0,490731310811439;
ooucnaito4tww75x.onion;DisplayOverlay;1;0;-1;ooucnaito4tww75x.onion;0,2204051;-0,6017077;0,529369115191096;0,520044480050201;
ooucnaito4tww75x.onion;DisplayOverlay;1;9;-8;ooucnaito4tww75x.onion;10,95032;-6,787091;1,95913689850635;0,726096003762516;
ooucnaito4tww75x.onion;DisplayOverlay;2;0;-6;ooucnaito4tww75x.onion;0,6430026;-4,496922;0,585680495303082;0,649804405198901;
ooucnaito4tww75x.onion;DisplayOverlay;2;1;-2;ooucnaito4tww75x.onion;0,9816753;-1,122453;0,630808840273766;0,537391887068091;
ooucnaito4tww75x.onion;DisplayOverlay;2;1;2;ooucnaito4tww75x.onion;1,147154;1,42996;0,652858971595849;0,452364237504642;
ooucnaito4tww75x.onion;DisplayOverlay;2;1;2;ooucnaito4tww75x.onion;1,096175;2,011431;0,646065986106342;0,432993896649241;
ooucnaito4tww75x.onion;DisplayOverlay;2;-9;1;ooucnaito4tww75x.onion;-7,572988;1,154598;-0,509105306993009;0,461537276905587;
ooucnaito4tww75x.onion;DisplayOverlay;2;-7;-5;ooucnaito4tww75x.onion;-6,131199;-3,799467;-0,316986017133631;0,626570330765432;
ooucnaito4tww75x.onion;DisplayOverlay;1;-3;0;ooucnaito4tww75x.onion;-4,083187;-1,84077;-0,0440871895269686;0,561320933494908;
ooucnaito4tww75x.onion;DisplayOverlay;1;-3;0;ooucnaito4tww75x.onion;-3,219345;-0,8255363;0,0710202889695804;0,52750080511658;
ooucnaito4tww75x.onion;DisplayOverlay;1;-2;2;ooucnaito4tww75x.onion;-0,5883159;0,6630611;0,421606544412;0,477911675875775;
ooucnaito4tww75x.onion;DisplayOverlay;1;-2;2;ooucnaito4tww75x.onion;-2,543008;0,2344441;0,161142610140139;0,492190045028549;
ooucnaito4tww75x.onion;DisplayOverlay;1;-6;2;ooucnaito4tww75x.onion;-4,145999;1,296556;-0,0524569073204627;0,45680827928931;
ooucnaito4tww75x.onion;DisplayOverlay;1;-6;2;ooucnaito4tww75x.onion;-5,561365;1,900437;-0,241055319205175;0,436691400697301;
ooucnaito4tww75x.onion;DisplayOverlay;1;-2;2;ooucnaito4tww75x.onion;-2,242566;1,743053;0,201176688563847;0,441934280629726;
ooucnaito4tww75x.onion;DisplayOverlay;1;-2;2;ooucnaito4tww75x.onion;-0,2542953;0,3570485;0,466114996476136;0,488105766633008;
ooucnaito4tww75x.onion;DisplayOverlay;1;1;-2;ooucnaito4tww75x.onion;1,028931;-1,442802;0,63710569064055;0,548063561591124;
ooucnaito4tww75x.onion;DisplayOverlay;1;-4;-6;ooucnaito4tww75x.onion;-2,842948;-4,461246;0,121175438119393;0,64861594288722;
ooucnaito4tww75x.onion;DisplayOverlay;1;-4;-6;ooucnaito4tww75x.onion;-2,842948;-4,461246;0,121175438119393;0,64861594288722;
ooucnaito4tww75x.onion;DisplayOverlay;1;-4;-6;ooucnaito4tww75x.onion;-3,686804;-4,951119;0,00873109496998553;0,664934910172594;
ooucnaito4tww75x.onion;DisplayOverlay;1;4;-7;ooucnaito4tww75x.onion;3,412453;-5,186852;0,954711449775975;0,672787803007217;
ooucnaito4tww75x.onion;DisplayOverlay;1;8;-4;ooucnaito4tww75x.onion;7,535562;-3,074008;1,50411827018801;0,60240336313644;
ooucnaito4tww75x.onion;DisplayOverlay;1;8;-4;ooucnaito4tww75x.onion;7,535562;-3,074008;1,50411827018801;0,60240336313644;
ooucnaito4tww75x.onion;DisplayOverlay;1;7;2;ooucnaito4tww75x.onion;6,894908;2,071434;1,41875071957741;0,430995036091334;
ooucnaito4tww75x.onion;DisplayOverlay;1;12;8;ooucnaito4tww75x.onion;12,5009;7,653566;2,16575263921297;0,245039411238903;
ooucnaito4tww75x.onion;DisplayOverlay;1;12;8;ooucnaito4tww75x.onion;13,68656;8,685709;2,32374248367242;0,210655985193924;
ooucnaito4tww75x.onion;DisplayOverlay;1;-2;2;ooucnaito4tww75x.onion;-0,4916553;3,520178;0,434486630601171;0,382733527173403;
ooucnaito4tww75x.onion;DisplayOverlay;1;0;8;ooucnaito4tww75x.onion;0,1347233;9,595908;0,517951963235916;0,180334835730484;
ooucnaito4tww75x.onion;DisplayOverlay;1;0;8;ooucnaito4tww75x.onion;-0,2533255;9,074989;0,466244222571742;0,197688024783199;
ooucnaito4tww75x.onion;DisplayOverlay;1;0;8;ooucnaito4tww75x.onion;-0,744173;8,491133;0,400838491946197;0,217137836848006;
