nvdjpwhenax325vk.onion;230215492480;True;DisplaySymbols;;3;5
nvdjpwhenax325vk.onion;230215493301;True;DisplayOverlay;;3;;1;-5;nvdjpwhenax325vk.onion;-0,4145981;-3,605866;0,486191956766112;0,620092089485909;djymtjkwgln45uwn.onion;2,329862;-4,346874;0,577595233267447;0,644771108056898;
nvdjpwhenax325vk.onion;230215493311;True;DisplayOverlay;;3;;1;-5;nvdjpwhenax325vk.onion;-0,4145981;-3,605866;0,486191956766112;0,620092089485909;djymtjkwgln45uwn.onion;2,329862;-4,346874;0,577595233267447;0,644771108056898;
nvdjpwhenax325vk.onion;230215493318;True;DisplayOverlay;;3;;1;-5;djymtjkwgln45uwn.onion;2,936005;-3,506103;0,597782611286309;0,616769520856948;nvdjpwhenax325vk.onion;-0,4142413;-3,605866;0,486203839644146;0,620092089485909;
nvdjpwhenax325vk.onion;230215493319;True;DisplayOverlay;;3;;1;-5;djymtjkwgln45uwn.onion;2,936005;-3,506103;0,597782611286309;0,616769520856948;nvdjpwhenax325vk.onion;-0,4142413;-3,605866;0,486203839644146;0,620092089485909;
nvdjpwhenax325vk.onion;230215493325;True;DisplayOverlay;;3;;1;-5;nvdjpwhenax325vk.onion;-0,4145981;-3,605866;0,486191956766112;0,620092089485909;djymtjkwgln45uwn.onion;2,938534;-3,506103;0,597866835601252;0,616769520856948;
nvdjpwhenax325vk.onion;230215493337;True;DisplayOverlay;;3;;1;-5;djymtjkwgln45uwn.onion;2,936005;-3,506103;0,597782611286309;0,616769520856948;nvdjpwhenax325vk.onion;0,673703;-3,654648;0,522437440478414;0,621716760402048;
nvdjpwhenax325vk.onion;230215493337;True;DisplayOverlay;;3;;1;-5;djymtjkwgln45uwn.onion;2,936005;-3,506103;0,597782611286309;0,616769520856948;nvdjpwhenax325vk.onion;0,673703;-3,654648;0,522437440478414;0,621716760402048;
nvdjpwhenax325vk.onion;230215493337;True;DisplayOverlay;;3;;1;-5;djymtjkwgln45uwn.onion;2,936005;-3,506103;0,597782611286309;0,616769520856948;nvdjpwhenax325vk.onion;0,673703;-3,654648;0,522437440478414;0,621716760402048;
nvdjpwhenax325vk.onion;230215493352;True;DisplayOverlay;;3;;1;-5;nvdjpwhenax325vk.onion;0,6742833;-3,654648;0,522456767524946;0,621716760402048;djymtjkwgln45uwn.onion;2,938534;-3,506103;0,597866835601252;0,616769520856948;
nvdjpwhenax325vk.onion;230215493354;True;DisplayOverlay;;3;;1;-5;nvdjpwhenax325vk.onion;0,6742833;-3,654648;0,522456767524946;0,621716760402048;djymtjkwgln45uwn.onion;2,938534;-3,506103;0,597866835601252;0,616769520856948;
