52barsq7rhuu7wkl.onion;240215013696;False;DisplaySymbols;;2;5;game2_basic1 (UnityEngine.GameObject)
52barsq7rhuu7wkl.onion;240215013784;False;DisplayOverlay;;2;;;-2;-1;52barsq7rhuu7wkl.onion;-1,859606;0,4040259;0,437961304126499;0,486521209156565;
52barsq7rhuu7wkl.onion;240215013835;False;DisplayOverlay;;2;;;-2;-1;52barsq7rhuu7wkl.onion;-1,50957;-0,3114867;0,449638927332888;0,510391571020648;
52barsq7rhuu7wkl.onion;240215014061;False;DisplayLongOverlay;WrongSolution;2;5;;-2;-1;
52barsq7rhuu7wkl.onion;240215014126;False;DisplayOverlay;;2;;;2;-2;52barsq7rhuu7wkl.onion;1,857934;-1,421845;0,561982914956571;0,547434459609939;
52barsq7rhuu7wkl.onion;240215014139;False;DisplayOverlay;;2;;;8;-4;52barsq7rhuu7wkl.onion;7,089484;-4,554683;0,736513728484617;0,651949715249276;
52barsq7rhuu7wkl.onion;240215014162;False;DisplayOverlay;;2;;;8;-4;52barsq7rhuu7wkl.onion;7,647704;-3,066745;0,755136616715981;0,602310306703573;
52barsq7rhuu7wkl.onion;240215014178;False;DisplayOverlay;;2;;;10;1;52barsq7rhuu7wkl.onion;8,991526;0,7381672;0,799968120645223;0,475373852645477;
52barsq7rhuu7wkl.onion;240215014201;False;DisplayOverlay;;2;;;10;1;52barsq7rhuu7wkl.onion;9,509151;1,413621;0,817236740797302;0,452839903280201;
52barsq7rhuu7wkl.onion;240215014260;False;DisplayOverlay;;2;;;10;1;52barsq7rhuu7wkl.onion;11,2769;0,800823;0,876210970061404;0,473283581495975;
52barsq7rhuu7wkl.onion;240215014295;False;DisplayOverlay;;2;;;10;1;52barsq7rhuu7wkl.onion;9,752314;1,642893;0,825348923037765;0,445191113073081;
52barsq7rhuu7wkl.onion;240215014315;False;DisplayOverlay;;2;;;-5;5;52barsq7rhuu7wkl.onion;-3,060352;4,969666;0,397902969997773;0,33420595908498;
52barsq7rhuu7wkl.onion;240215014362;False;DisplayOverlay;;2;;;-12;8;52barsq7rhuu7wkl.onion;-10,14458;7,110539;0,161564601826223;0,262783859883554;
52barsq7rhuu7wkl.onion;240215014417;False;DisplayOverlay;;2;;;10;1;52barsq7rhuu7wkl.onion;9,646592;1,530705;0,821821927396519;0,448933839203334;
52barsq7rhuu7wkl.onion;240215014480;False;DisplayOverlay;;2;;;-8;0;52barsq7rhuu7wkl.onion;-8,15123;-1,034878;0,228065158601381;0,534524776494544;
52barsq7rhuu7wkl.onion;240215014515;False;DisplayOverlay;;2;;;-8;0;52barsq7rhuu7wkl.onion;-7,787303;-1,639793;0,240206197702905;0,554705469918234;
52barsq7rhuu7wkl.onion;240215014522;False;DisplayOverlay;;2;;;-13;-3;52barsq7rhuu7wkl.onion;-11,32486;-2,580483;0,12218904902803;0,586088018198594;
52barsq7rhuu7wkl.onion;240215014710;False;DisplayOverlay;;2;;;-13;-3;52barsq7rhuu7wkl.onion;-11,41917;-2,076267;0,119042728516433;0,569266766886195;
52barsq7rhuu7wkl.onion;240215014877;False;DisplayOverlay;;2;;;-13;-3;52barsq7rhuu7wkl.onion;-11,36445;-2,625579;0,120868251089689;0,587592480353791;
52barsq7rhuu7wkl.onion;240215015107;False;DisplayLongOverlay;CorrectSolution;2;5;;-13;-3;
52barsq7rhuu7wkl.onion;240215015253;True;DisplaySymbols;;4;4;game4-basic2 (UnityEngine.GameObject)
