d5d7zbexyszeqsb2.onion;DisplayOverlay;2;-2;-2;d5d7zbexyszeqsb2.onion;-1,580692;-1,025229;
d5d7zbexyszeqsb2.onion;DisplayOverlay;2;-2;-2;d5d7zbexyszeqsb2.onion;-1,833944;-1,57226;
d5d7zbexyszeqsb2.onion;DisplayOverlay;2;-7;-2;d5d7zbexyszeqsb2.onion;-5,325978;-1,343784;
d5d7zbexyszeqsb2.onion;DisplayOverlay;2;-7;-2;d5d7zbexyszeqsb2.onion;-6,148363;-1,321443;
d5d7zbexyszeqsb2.onion;DisplayOverlay;2;-7;-2;d5d7zbexyszeqsb2.onion;-6,264989;-0,1257992;
d5d7zbexyszeqsb2.onion;DisplayOverlay;2;-7;-2;d5d7zbexyszeqsb2.onion;-6,334239;-1,059798;
d5d7zbexyszeqsb2.onion;DisplayOverlay;2;-6;6;d5d7zbexyszeqsb2.onion;-5,396879;4,655424;
d5d7zbexyszeqsb2.onion;DisplayOverlay;2;-6;6;d5d7zbexyszeqsb2.onion;-5,466872;5,189337;
d5d7zbexyszeqsb2.onion;DisplayOverlay;2;1;4;d5d7zbexyszeqsb2.onion;-0,5767475;4,40853;
d5d7zbexyszeqsb2.onion;DisplayOverlay;2;1;4;d5d7zbexyszeqsb2.onion;0,6263375;3,690554;
d5d7zbexyszeqsb2.onion;DisplayOverlay;1;1;-1;d5d7zbexyszeqsb2.onion;0,87237;0,2452511;
d5d7zbexyszeqsb2.onion;DisplayOverlay;2;1;-1;d5d7zbexyszeqsb2.onion;1,252339;-0,6663442;
d5d7zbexyszeqsb2.onion;DisplayOverlay;2;0;-2;d5d7zbexyszeqsb2.onion;0,08384781;-0,5582023;
d5d7zbexyszeqsb2.onion;DisplayOverlay;2;-5;0;d5d7zbexyszeqsb2.onion;-4,883829;0,08894622;
d5d7zbexyszeqsb2.onion;DisplayOverlay;2;-11;-1;d5d7zbexyszeqsb2.onion;-9,681793;-0,905031;
d5d7zbexyszeqsb2.onion;DisplayOverlay;2;-10;3;d5d7zbexyszeqsb2.onion;-9,08583;2,16855;
d5d7zbexyszeqsb2.onion;DisplayOverlay;2;-10;3;d5d7zbexyszeqsb2.onion;-9,026046;2,750992;
d5d7zbexyszeqsb2.onion;DisplayOverlay;2;-8;7;d5d7zbexyszeqsb2.onion;-7,529101;5,019936;
d5d7zbexyszeqsb2.onion;DisplayOverlay;2;-8;7;d5d7zbexyszeqsb2.onion;-7,244338;5,807598;
d5d7zbexyszeqsb2.onion;DisplayOverlay;2;-5;0;d5d7zbexyszeqsb2.onion;-5,413181;1,025628;
d5d7zbexyszeqsb2.onion;DisplayOverlay;2;-5;0;d5d7zbexyszeqsb2.onion;-4,564158;0,244562;
d5d7zbexyszeqsb2.onion;DisplayOverlay;2;0;6;d5d7zbexyszeqsb2.onion;-0,2095569;4,772056;
d5d7zbexyszeqsb2.onion;DisplayOverlay;2;0;6;d5d7zbexyszeqsb2.onion;-0,2978894;5,302604;
d5d7zbexyszeqsb2.onion;DisplayOverlay;2;8;1;d5d7zbexyszeqsb2.onion;7,260398;1,179163;
d5d7zbexyszeqsb2.onion;DisplayOverlay;2;8;-4;d5d7zbexyszeqsb2.onion;7,42531;-2,759551;
d5d7zbexyszeqsb2.onion;DisplayOverlay;2;8;-4;d5d7zbexyszeqsb2.onion;7,695301;-3,410809;
d5d7zbexyszeqsb2.onion;DisplayOverlay;2;8;-4;d5d7zbexyszeqsb2.onion;7,695301;-3,410809;
d5d7zbexyszeqsb2.onion;DisplayOverlay;2;2;-6;d5d7zbexyszeqsb2.onion;2,073566;-4,414;
d5d7zbexyszeqsb2.onion;DisplayOverlay;2;-2;-6;d5d7zbexyszeqsb2.onion;-1,233305;-4,879112;
d5d7zbexyszeqsb2.onion;DisplayOverlay;2;-7;-4;d5d7zbexyszeqsb2.onion;-6,547432;-3,433444;
d5d7zbexyszeqsb2.onion;DisplayOverlay;2;-2;-6;d5d7zbexyszeqsb2.onion;-0,2665829;-4,833691;
d5d7zbexyszeqsb2.onion;DisplayOverlay;2;2;-6;d5d7zbexyszeqsb2.onion;2,032924;-4,416947;
d5d7zbexyszeqsb2.onion;DisplayOverlay;2;-2;-6;d5d7zbexyszeqsb2.onion;-1,879634;-4,467661;
d5d7zbexyszeqsb2.onion;DisplayOverlay;2;-7;-4;d5d7zbexyszeqsb2.onion;-6,549711;-3,243573;
d5d7zbexyszeqsb2.onion;DisplayOverlay;2;-7;-4;d5d7zbexyszeqsb2.onion;-6,549711;-3,243573;
d5d7zbexyszeqsb2.onion;DisplayOverlay;2;-12;-5;d5d7zbexyszeqsb2.onion;-10,35798;-4,022411;
d5d7zbexyszeqsb2.onion;DisplayOverlay;2;-11;-1;d5d7zbexyszeqsb2.onion;-9,968821;-0,5810714;
d5d7zbexyszeqsb2.onion;DisplayOverlay;2;-10;3;d5d7zbexyszeqsb2.onion;-9,659867;3,670877;
d5d7zbexyszeqsb2.onion;DisplayOverlay;2;-13;7;d5d7zbexyszeqsb2.onion;-11,73448;6,526873;
d5d7zbexyszeqsb2.onion;DisplayOverlay;2;-13;7;d5d7zbexyszeqsb2.onion;-11,4463;5,37005;
d5d7zbexyszeqsb2.onion;DisplayOverlay;2;-13;7;d5d7zbexyszeqsb2.onion;-12,51342;5,450197;
d5d7zbexyszeqsb2.onion;DisplayOverlay;2;-13;7;d5d7zbexyszeqsb2.onion;-12,51342;5,450197;
d5d7zbexyszeqsb2.onion;DisplayOverlay;2;-8;7;d5d7zbexyszeqsb2.onion;-6,709857;5,593171;
d5d7zbexyszeqsb2.onion;DisplayOverlay;2;0;6;d5d7zbexyszeqsb2.onion;-1,125611;7,651755;
